x3,y3,x4,y4,x5,y5,x6,y6,Digit
21,60,0,33,2,5,52,0,6
37,68,11,41,0,11,38,0,6
13,62,0,28,33,0,90,15,6
13,76,0,46,12,15,64,0,6
26,65,3,36,0,4,43,0,6
25,57,0,28,14,0,59,14,6
24,58,0,27,18,0,69,10,6
19,56,0,25,30,0,87,2,6
14,53,0,26,24,0,93,2,6
39,51,15,23,29,0,73,10,6
30,60,0,29,11,0,70,9,6
19,75,0,43,12,10,62,0,6
25,65,0,33,4,0,53,2,6
27,71,0,35,17,0,68,4,6
39,70,14,47,0,19,22,0,6
30,64,7,36,0,5,42,0,6
23,61,0,30,14,0,59,7,6
18,58,0,28,19,0,76,4,6
28,67,6,43,0,15,37,0,6
35,58,18,33,31,7,76,0,6
50,72,26,49,6,26,0,0,6
2,51,0,16,67,9,89,38,6
45,70,18,47,0,22,21,0,6
25,68,4,43,0,15,37,0,6
22,57,0,29,11,0,68,0,6
19,59,0,34,11,9,71,0,6
24,61,1,31,14,0,67,1,6
30,57,20,26,42,0,80,9,6
36,50,22,17,55,0,90,17,6
13,69,6,30,40,0,93,13,6
43,74,13,44,0,8,44,0,6
18,67,0,35,12,4,79,0,6
17,56,8,27,34,0,84,17,6
15,57,0,25,29,0,84,11,6
46,69,22,47,0,24,3,0,6
29,72,0,39,15,8,95,0,6
28,59,0,30,7,0,72,3,6
24,59,5,27,29,0,79,9,6
45,68,28,37,27,4,76,0,6
18,55,16,18,57,0,95,29,6
37,75,14,51,0,22,21,0,6
27,65,0,29,25,0,77,12,6
38,70,11,42,0,13,40,0,6
38,66,14,33,19,0,68,3,6
15,70,0,34,28,1,97,0,6
24,53,0,27,11,0,74,3,6
26,63,2,33,0,0,54,1,6
21,50,14,13,61,0,100,19,6
23,61,0,29,20,0,91,7,6
41,56,23,29,18,0,54,0,6
14,64,0,32,8,0,62,0,6
9,58,0,23,44,0,99,11,6
28,56,10,28,21,0,69,6,6
27,72,6,40,0,6,43,0,6
19,67,0,35,22,6,71,0,6
30,70,7,41,11,7,48,0,6
23,58,0,35,7,9,61,0,6
34,59,0,31,7,1,68,0,6
27,56,1,28,0,0,53,5,6
22,64,0,35,6,7,57,0,6
24,57,0,29,12,1,73,0,6
18,54,0,25,28,0,85,9,6
20,64,11,29,38,0,85,8,6
17,59,0,28,18,0,76,6,6
25,70,6,43,0,16,37,0,6
30,72,10,42,12,11,72,0,6
11,53,0,22,42,0,95,21,6
20,60,4,27,27,0,71,16,6
11,47,0,11,56,0,100,30,6
35,57,12,34,4,9,44,0,6
28,64,1,34,0,0,43,2,6
31,61,12,28,33,0,78,13,6
26,55,1,27,11,0,69,4,6
26,68,0,34,15,0,88,10,6
39,55,14,32,0,5,34,0,6
50,70,9,40,0,6,76,0,6
38,71,11,34,31,0,81,12,6
25,59,0,24,36,0,98,12,6
33,65,15,33,25,0,64,6,6
35,66,6,38,0,8,50,0,6
23,65,0,31,18,0,65,4,6
34,69,6,42,0,12,50,0,6
29,51,22,19,61,0,97,21,6
59,70,27,38,6,5,54,0,6
14,66,0,25,41,0,95,18,6
8,60,0,26,33,0,85,8,6
19,74,0,44,9,13,56,0,6
50,66,34,30,49,0,75,18,6
24,59,2,31,0,0,50,4,6
10,69,0,37,32,8,88,0,6
49,71,16,38,15,0,68,4,6
47,71,23,43,14,12,50,0,6
17,76,0,39,20,2,68,0,6
13,61,0,32,16,4,90,0,6
16,58,4,25,34,0,80,15,6
15,66,0,35,12,4,63,0,6
15,53,1,19,47,0,100,24,6
43,78,16,53,0,23,20,0,6
12,65,0,38,15,12,79,0,6
10,70,0,32,32,0,88,1,6
29,57,11,26,35,0,83,12,6
23,59,11,15,53,0,77,31,6
32,67,5,40,0,8,40,0,6
31,52,20,19,52,0,91,25,6
15,65,0,28,33,0,85,17,6
53,70,25,36,17,0,69,10,6
28,58,9,28,34,0,91,9,6
13,57,0,31,8,6,92,0,6
22,60,0,25,28,0,73,13,6
21,60,0,27,31,0,93,7,6
43,56,42,25,71,0,91,23,6
24,57,3,27,25,0,78,6,6
33,77,11,51,0,22,21,0,6
20,55,0,24,34,0,92,12,6
24,56,0,28,11,0,64,3,6
17,54,0,26,25,0,96,4,6
22,55,0,27,11,0,95,11,6
23,57,1,24,30,0,90,13,6
19,54,11,24,45,0,98,8,6
46,75,15,48,0,20,43,0,6
36,70,13,41,9,11,52,0,6
22,52,0,24,23,0,79,11,6
27,68,0,39,0,2,40,0,6
21,66,0,32,17,0,85,3,6
19,64,12,31,39,3,91,0,6
9,68,0,31,35,0,100,1,6
54,71,44,41,42,10,69,0,6
5,39,29,11,85,11,100,28,6
0,48,1,21,39,0,100,9,6
0,48,4,20,43,0,100,10,6
8,64,0,27,41,0,100,10,6
21,65,0,27,44,0,100,22,6
3,50,0,20,48,5,100,20,6
0,52,1,21,48,0,100,16,6
0,61,11,16,93,0,100,37,6
0,57,12,25,54,4,100,24,6
11,51,0,23,40,0,100,16,6
0,51,4,24,37,0,100,7,6
0,46,12,12,55,0,100,10,6
5,40,2,5,59,0,100,26,6
14,56,12,19,57,0,100,17,6
0,39,10,5,64,0,100,25,6
2,49,0,20,45,0,100,17,6
0,44,6,14,58,0,100,17,6
5,49,0,22,34,1,100,0,6
6,55,0,20,46,0,100,16,6
6,61,0,28,36,0,96,12,6
6,43,0,11,70,0,100,28,6
6,48,13,16,59,0,100,15,6
6,55,0,23,48,0,100,21,6
5,65,0,28,43,0,100,19,6
0,49,5,20,46,0,100,12,6
0,50,3,22,41,0,100,10,6
11,69,0,35,23,4,97,0,6
9,58,0,28,29,2,100,0,6
8,59,3,22,48,0,100,15,6
4,52,0,23,36,0,100,9,6
1,35,15,0,66,2,100,28,6
0,47,8,16,57,0,100,21,6
0,48,9,14,56,0,100,16,6
0,39,10,1,69,0,100,33,6
0,49,8,11,68,0,100,30,6
1,45,3,13,56,0,100,20,6
9,34,33,0,88,4,100,37,6
0,51,2,19,51,0,100,18,6
15,43,8,12,57,0,100,19,6
12,57,12,19,61,0,100,22,6
0,45,8,9,54,0,100,8,6
15,58,10,23,50,0,100,18,6
9,49,0,13,57,0,100,27,6
16,47,16,16,58,0,100,16,6
0,38,17,3,72,0,100,31,6
0,49,2,18,49,0,100,15,6
0,48,9,10,61,0,100,24,6
0,56,11,16,60,0,100,20,6
7,68,0,31,34,0,100,8,6
14,57,0,23,43,0,100,16,6
17,67,0,31,36,0,100,6,6
11,53,0,25,20,0,77,1,6
4,53,0,25,26,0,94,0,6
0,55,4,23,48,0,100,12,6
21,56,0,26,26,0,100,16,6
9,62,0,30,29,0,100,1,6
0,49,0,19,44,0,100,10,6
17,48,24,15,70,0,100,21,6
0,49,0,15,51,0,100,20,6
0,41,7,3,64,0,100,31,6
15,58,5,21,50,0,100,20,6
8,53,0,27,27,3,92,0,6
7,50,0,23,31,0,100,2,6
26,52,19,20,62,3,100,19,6
11,60,0,23,42,0,100,4,6
32,50,32,11,76,0,100,32,6
6,39,21,3,77,0,100,31,6
2,57,0,19,51,0,100,20,6
19,48,4,20,36,0,100,16,6
5,47,0,15,47,0,100,12,6
0,62,0,28,38,0,100,4,6
9,49,13,16,59,0,100,24,6
4,50,0,21,40,0,100,5,6
0,59,0,13,71,8,100,45,6
10,51,11,19,59,0,100,19,6
18,49,7,16,49,0,100,14,6
4,48,0,15,49,0,100,14,6
6,61,0,25,42,0,100,18,6
23,41,21,9,69,1,100,22,6
1,51,0,15,47,0,100,4,6
13,67,0,31,35,0,100,10,6
6,56,0,22,45,0,100,10,6
0,52,0,24,37,0,100,6,6
22,37,12,3,66,0,100,26,6
2,53,0,21,44,0,100,8,6
11,59,0,27,32,0,98,5,6
9,50,0,22,37,0,100,15,6
23,34,47,4,100,6,89,29,6
7,48,0,17,47,0,100,13,6
10,47,0,17,43,0,100,12,6
0,66,2,32,45,9,100,17,6
3,53,0,24,43,0,100,16,6
16,58,5,21,53,0,100,27,6
10,47,0,16,57,0,100,24,6
6,40,13,0,71,1,100,35,6
4,55,0,16,54,0,100,29,6
19,49,8,18,48,0,100,15,6
12,49,14,12,60,0,100,26,6
36,63,29,24,65,0,100,23,6
6,52,0,22,43,0,100,6,6
22,48,22,18,65,0,100,17,6
29,67,0,34,2,0,95,0,6
8,49,1,19,47,0,100,9,6
7,52,0,21,40,0,100,9,6
56,70,29,35,36,0,100,13,6
0,42,21,6,99,8,100,37,6
0,63,3,26,45,0,100,5,6
23,52,17,22,70,15,100,31,6
17,61,3,26,41,0,100,14,6
0,50,11,9,77,6,100,42,6
2,52,0,21,45,0,100,11,6
0,67,0,25,45,2,100,10,6
54,76,17,47,0,13,46,0,6
17,48,19,17,66,0,100,21,6
0,59,0,25,45,0,100,15,6
19,49,3,20,39,0,100,12,6
8,52,0,23,37,0,100,12,6
16,72,0,42,20,12,100,0,6
13,60,0,19,53,0,100,32,6
7,55,0,25,35,0,100,7,6
5,55,0,21,44,0,100,7,6
28,46,16,17,55,0,100,21,6
8,50,0,22,40,0,100,9,6
5,54,0,22,48,0,100,21,6
42,39,55,7,100,0,95,30,6
37,67,2,37,0,6,76,0,6
7,60,0,16,54,0,100,28,6
13,52,0,22,45,0,100,16,6
58,79,24,51,0,17,28,0,6
10,50,0,18,45,0,100,11,6
7,60,0,27,36,0,100,5,6
5,54,0,28,25,3,100,0,6
52,74,14,46,0,14,57,0,6
49,73,12,42,19,10,97,0,6
18,46,8,12,55,0,100,14,6
3,58,0,15,57,2,100,29,6
14,73,11,41,49,17,100,28,6
11,52,0,25,19,0,97,1,6
28,46,12,14,51,0,100,19,6
22,54,0,24,24,0,82,5,6
31,58,15,26,50,0,100,17,6
17,51,0,24,28,0,100,5,6
12,60,0,15,55,0,100,27,6
23,50,18,18,62,0,100,18,6
3,56,0,22,45,0,100,9,6
31,57,10,29,21,0,100,7,6
21,53,0,22,37,0,100,14,6
8,48,0,11,70,0,100,32,6
1,68,0,29,41,0,100,5,6
21,50,1,18,43,0,100,12,6
19,53,20,14,69,0,100,31,6
0,51,8,11,82,7,100,40,6
19,52,12,18,60,0,100,21,6
19,71,0,39,23,8,100,9,6
28,50,8,18,47,0,100,14,6
13,51,0,21,38,0,100,8,6
27,46,15,13,61,0,100,20,6
24,50,13,21,47,0,100,15,6
61,71,41,36,50,0,93,3,6
27,65,0,30,32,0,100,11,6
31,52,12,18,53,0,100,18,6
36,49,27,12,75,0,100,27,6
47,68,26,32,49,0,100,18,6
16,48,0,17,42,0,100,15,6
4,58,0,22,52,0,100,22,6
30,56,11,20,48,0,100,22,6
32,44,39,9,90,0,100,31,6
14,68,0,32,28,0,100,13,6
20,65,0,32,20,0,93,1,6
13,42,7,2,68,0,100,34,6
24,51,0,20,32,0,100,12,6
32,68,13,32,39,0,100,10,6
33,53,15,20,54,0,100,19,6
15,65,0,35,15,6,74,0,6
18,52,0,25,25,0,100,5,6
20,42,21,5,77,0,100,34,6
23,48,10,9,58,0,100,18,6
21,49,7,18,49,0,100,16,6
37,40,41,0,99,0,100,33,6
8,74,0,41,28,11,85,0,6
26,52,17,23,51,0,100,14,6
81,88,87,50,84,12,58,0,7
80,85,68,42,56,0,25,23,7
100,78,69,43,50,5,35,0,7
100,93,63,64,36,33,14,0,7
67,71,53,35,34,0,16,23,7
91,85,71,52,62,17,74,0,7
86,72,56,37,34,0,6,33,7
59,95,100,100,86,82,66,56,7
85,80,91,40,88,0,99,22,7
58,62,41,17,26,0,8,36,7
100,81,74,41,49,0,20,10,7
100,99,79,83,60,63,45,42,7
60,66,58,27,41,0,20,35,7
52,73,44,34,32,0,0,29,7
100,91,74,63,55,29,42,0,7
74,75,57,37,35,0,25,24,7
87,100,100,98,80,75,68,50,7
74,81,82,43,75,4,39,0,7
100,79,83,44,67,8,45,0,7
100,97,82,62,48,30,17,0,7
76,71,65,33,32,0,5,28,7
73,80,64,40,49,0,40,13,7
89,93,100,62,84,31,64,0,7
70,66,51,33,32,0,15,12,7
75,72,52,35,22,0,16,22,7
83,65,57,33,41,0,0,20,7
59,100,100,87,96,64,75,43,7
100,91,54,57,32,0,69,13,7
100,96,90,55,58,15,33,0,7
100,100,97,83,77,62,60,39,7
67,79,50,37,24,0,17,22,7
78,88,59,42,32,0,28,14,7
100,96,72,59,56,16,41,0,7
58,74,51,37,38,0,15,20,7
84,82,100,47,93,10,90,0,7
100,86,90,49,66,15,49,0,7
75,90,64,45,49,0,82,10,7
100,80,94,39,63,0,22,15,7
100,87,76,48,60,8,46,0,7
91,86,81,45,68,5,55,0,7
100,80,82,37,48,0,11,5,7
82,81,87,40,70,0,31,24,7
65,69,48,31,37,0,14,34,7
100,93,64,62,33,29,1,0,7
82,75,68,37,54,0,6,25,7
93,79,81,42,60,7,36,0,7
59,99,100,87,93,64,69,43,7
96,88,94,50,83,11,62,0,7
77,100,100,74,98,37,95,0,7
70,84,77,45,68,5,54,0,7
100,81,88,50,69,20,51,0,7
71,91,63,46,57,0,40,17,7
55,97,100,96,86,76,66,51,7
58,100,100,100,89,75,77,50,7
100,77,72,48,53,18,40,0,7
100,76,81,38,58,0,53,6,7
100,88,84,56,61,24,42,0,7
89,81,74,40,61,0,35,13,7
68,77,64,38,51,0,28,34,7
90,74,69,37,42,2,27,0,7
97,83,82,41,59,0,100,9,7
100,74,63,37,26,0,15,12,7
94,100,73,58,60,14,43,0,7
83,84,68,43,55,0,30,22,7
100,82,88,50,79,19,66,0,7
88,85,73,43,65,0,36,18,7
89,100,67,52,50,0,33,18,7
72,80,54,41,49,0,22,18,7
100,77,83,44,58,13,44,0,7
73,93,73,52,54,12,50,0,7
64,74,54,37,37,0,23,12,7
100,98,83,57,71,14,59,0,7
71,94,70,51,61,0,42,9,7
78,97,54,47,23,0,17,5,7
79,69,60,35,50,0,17,3,7
100,79,72,40,55,0,40,1,7
86,72,68,36,48,0,16,13,7
79,72,76,35,53,0,29,2,7
70,100,100,99,60,78,33,52,7
65,77,63,39,58,0,35,25,7
69,100,100,85,84,62,59,41,7
70,74,55,30,26,0,19,44,7
47,55,46,15,37,0,6,29,7
85,68,65,34,40,0,4,16,7
75,97,100,89,61,71,40,48,7
74,76,49,36,15,0,6,11,7
100,80,98,51,80,22,72,0,7
73,70,50,35,29,0,3,32,7
100,100,73,67,54,26,45,0,7
97,93,100,54,98,14,71,0,7
35,51,32,0,13,13,22,32,7
52,100,100,93,100,69,78,47,7
100,99,88,65,61,33,34,0,7
67,97,100,93,72,75,53,51,7
98,69,71,35,35,4,13,0,7
100,97,57,62,36,16,19,0,7
100,80,85,47,47,18,26,0,7
55,67,55,32,69,0,33,16,7
55,100,100,98,79,80,59,55,7
100,88,71,50,60,10,46,0,7
68,67,50,33,23,0,9,27,7
63,94,100,93,86,76,59,54,7
100,96,73,63,43,31,13,0,7
99,84,77,50,62,15,52,0,7
61,98,100,85,77,63,47,43,7
62,98,100,85,94,62,72,42,7
92,74,68,38,38,2,19,0,7
59,67,42,25,26,0,14,38,7
85,86,62,42,34,0,21,4,7
91,89,77,53,63,17,83,0,7
64,76,58,36,46,0,11,30,7
100,82,87,39,56,0,30,1,7
97,69,72,34,49,0,90,32,7
100,100,79,70,54,36,36,0,7
100,99,76,54,55,5,29,0,7
91,87,70,44,50,0,35,5,7
54,61,41,23,23,0,9,38,7
100,77,75,39,44,2,17,0,7
100,77,69,41,38,4,0,0,7
93,97,100,64,83,32,61,0,7
59,79,58,23,42,0,30,30,7
100,100,76,62,58,23,53,0,7
97,74,73,41,41,9,27,0,7
77,83,77,42,72,0,42,11,7
63,76,53,38,54,0,40,4,7
48,57,50,5,35,0,32,28,7
59,73,55,36,46,0,27,26,7
62,66,34,33,14,0,5,15,7
68,60,58,29,26,0,9,18,7
89,80,78,38,51,0,27,21,7
100,80,56,47,33,7,10,0,7
100,86,75,43,50,0,11,15,7
55,93,100,89,72,67,46,45,7
68,70,59,33,32,0,2,27,7
89,75,85,37,73,0,48,1,7
48,70,43,23,26,0,21,33,7
80,66,69,30,66,0,100,30,7
66,75,46,38,43,0,22,19,7
77,100,100,88,87,45,75,0,7
77,98,100,81,83,60,60,40,7
72,84,65,43,56,0,37,1,7
92,96,100,59,84,21,58,0,7
78,69,58,34,56,0,38,28,7
63,71,46,36,40,0,10,12,7
64,67,45,31,12,0,10,30,7
100,86,62,45,38,0,5,13,7
65,97,92,76,100,38,95,0,7
68,70,66,35,56,0,39,32,7
85,78,75,38,56,0,14,16,7
76,78,72,39,63,0,52,12,7
82,90,70,46,68,0,100,3,7
47,69,32,35,20,0,10,29,7
100,100,67,62,54,18,38,0,7
64,100,100,90,95,66,78,44,7
100,78,80,42,60,7,79,0,7
100,85,90,57,73,29,73,0,7
73,91,55,46,40,0,28,8,7
65,66,51,33,35,0,11,23,7
84,70,76,35,59,0,35,15,7
100,82,66,45,58,5,33,0,7
80,86,57,43,33,0,28,2,7
74,82,68,39,46,0,36,6,7
100,69,65,38,28,7,13,0,7
78,81,76,41,78,0,31,17,7
59,64,45,15,27,0,20,38,7
69,70,56,35,42,0,15,19,7
100,85,88,45,60,8,25,0,7
100,71,70,38,37,4,10,0,7
100,88,56,59,41,19,60,0,7
100,80,76,44,52,8,27,0,7
65,100,100,97,79,75,61,51,7
62,63,46,31,25,0,4,22,7
80,69,70,35,66,0,28,27,7
100,89,86,43,55,0,30,0,7
100,84,67,46,47,5,33,0,7
62,73,54,36,39,0,12,16,7
91,86,78,47,68,7,47,0,7
57,72,51,34,44,0,12,28,7
90,74,81,36,51,0,36,1,7
100,93,76,60,51,27,31,0,7
66,77,59,39,59,0,40,22,7
75,82,65,51,63,20,62,0,7
100,79,68,52,42,23,30,0,7
78,79,66,40,60,0,100,14,7
74,82,65,41,57,0,42,11,7
69,78,62,39,56,0,31,3,7
85,90,63,46,48,0,27,18,7
100,99,78,65,44,32,9,0,7
86,89,99,57,95,23,87,0,7
96,94,100,57,77,22,49,0,7
76,75,51,38,34,0,0,8,7
100,81,78,43,49,8,35,0,7
81,100,100,74,84,36,65,0,7
70,72,68,34,56,0,31,32,7
100,82,84,52,58,23,23,0,7
100,84,96,52,74,21,52,0,7
77,84,78,43,73,3,50,0,7
90,91,76,48,64,4,49,0,7
96,100,98,68,84,32,68,0,7
73,96,52,46,26,0,12,19,7
66,78,66,39,56,0,30,1,7
100,83,80,45,71,6,64,0,7
100,96,71,61,36,25,3,0,7
68,72,41,34,16,0,9,41,7
89,100,100,98,55,76,29,50,7
86,100,72,54,60,0,40,0,7
78,89,53,46,35,0,14,31,7
58,78,42,40,32,0,5,24,7
100,100,83,56,52,15,22,0,7
92,79,83,37,56,0,36,16,7
76,80,70,40,66,0,44,15,7
70,69,48,33,22,0,1,37,7
94,77,79,37,53,0,37,1,7
92,80,89,39,62,0,38,14,7
70,90,100,85,78,64,57,41,7
54,99,98,100,100,80,78,55,7
100,85,66,61,35,19,33,0,7
93,100,98,68,64,26,41,0,7
79,80,70,40,75,0,44,14,7
75,73,73,36,61,0,34,29,7
100,100,73,67,48,34,21,0,7
78,77,60,39,52,0,34,12,7
86,84,68,43,56,0,40,9,7
65,72,60,36,52,0,40,17,7
100,88,72,50,47,11,19,0,7
92,97,98,52,80,5,34,0,7
100,96,71,58,57,14,44,0,7
100,91,61,59,32,20,8,0,7
53,77,53,24,42,0,36,34,7
100,70,88,32,57,0,96,30,7
100,100,73,66,50,31,26,0,7
100,88,59,49,34,0,53,4,7
100,92,85,70,48,32,54,0,7
97,100,92,56,84,13,67,0,7
70,75,57,37,41,0,22,36,7
86,75,75,38,66,0,93,4,7
84,100,100,81,85,61,70,40,7
83,77,72,38,60,0,42,4,7
72,72,61,35,42,0,23,30,7
100,100,59,58,34,10,18,0,7
100,79,68,41,48,1,25,0,7
78,81,78,43,79,5,60,0,7
85,88,74,43,43,0,8,0,7
78,94,73,55,61,13,50,0,7
79,81,65,41,57,0,40,18,7
65,95,100,89,95,66,72,43,7
71,77,53,39,42,0,15,32,7
100,86,71,43,41,1,22,0,7
56,68,51,33,48,0,29,32,7
81,71,52,36,37,0,16,13,7
100,87,65,48,39,4,19,0,7
100,95,73,55,59,12,43,0,7
70,67,57,27,59,0,100,26,7
100,78,71,46,36,14,30,0,7
100,90,89,47,77,5,51,0,7
78,74,71,36,48,0,27,16,7
100,80,70,43,42,4,12,0,7
72,63,54,31,32,0,13,8,7
73,68,54,34,34,0,19,1,7
62,78,58,38,46,0,31,34,7
52,99,100,100,73,86,50,57,7
95,80,83,40,56,0,35,9,7
89,75,59,37,25,0,8,12,7
90,90,90,48,76,6,55,0,7
52,99,96,98,100,81,83,54,7
93,85,76,42,53,0,32,1,7
64,95,100,87,77,63,58,36,7
60,72,43,35,20,0,5,35,7
66,69,55,35,54,0,31,1,7
66,78,53,39,41,0,24,34,7
73,99,100,83,85,60,60,40,7
100,100,82,66,50,33,17,0,7
81,74,53,40,25,6,12,0,7
73,70,57,36,50,0,18,2,7
48,60,50,16,39,0,15,26,7
76,87,55,44,36,0,34,16,7
57,75,100,68,77,55,53,34,7
68,100,100,87,83,64,56,44,7
100,79,86,44,66,10,43,0,7
58,69,55,32,47,0,25,33,7
65,72,49,30,23,0,8,36,7
84,74,68,36,37,0,7,23,7
100,79,60,40,25,0,8,1,7
100,73,88,35,46,0,12,9,7
80,92,88,52,73,9,54,0,7
78,79,65,43,60,8,40,0,7
85,75,61,38,55,0,28,12,7
87,93,90,56,77,16,64,0,7
82,65,74,31,39,0,3,5,7
61,70,47,27,36,0,11,33,7
78,80,63,40,49,0,24,14,7
72,59,56,22,45,0,8,32,7
78,73,61,35,31,0,30,22,7
96,100,84,54,65,9,44,0,7
79,74,64,37,53,0,27,23,7
58,67,32,32,16,0,0,38,7
100,91,69,61,33,30,1,0,7
76,74,62,37,47,0,100,8,7
100,78,86,39,74,0,37,10,7
63,67,38,34,19,0,0,32,7
100,75,56,39,26,0,5,1,7
67,65,41,25,17,0,0,43,7
100,100,84,65,54,32,20,0,7
81,68,83,28,72,0,100,34,7
100,92,63,49,23,7,0,0,7
100,100,89,68,54,33,19,0,7
100,71,75,38,61,4,31,0,7
100,91,59,52,32,5,15,0,7
100,87,68,44,45,0,25,5,7
85,72,80,32,76,0,100,37,7
44,59,39,20,29,0,0,31,7
100,97,65,57,37,12,16,0,7
66,56,56,22,39,0,0,30,7
100,74,65,41,37,8,5,0,7
76,67,64,24,67,0,100,25,7
37,48,21,9,0,0,3,40,7
93,70,80,27,68,0,100,39,7
87,82,62,40,31,0,0,14,7
74,68,44,34,12,0,0,31,7
67,65,56,30,45,0,0,27,7
100,69,82,34,51,0,15,22,7
81,67,53,31,19,0,0,37,7
100,99,70,53,29,12,0,0,7
91,76,65,37,30,0,0,11,7
100,100,91,68,58,34,24,0,7
65,100,100,100,66,76,47,49,7
82,67,70,30,73,0,100,33,7
47,67,25,35,8,0,0,31,7
100,89,69,55,31,24,0,0,7
100,93,66,62,33,29,5,0,7
100,69,74,35,47,0,23,13,7
58,98,100,84,93,62,71,41,7
100,69,74,35,40,1,12,0,7
64,58,37,21,15,0,0,41,7
87,72,52,35,11,0,0,15,7
97,71,68,35,31,0,0,12,7
66,57,50,28,31,0,0,9,7
100,84,54,50,16,15,0,0,7
100,93,74,55,38,20,0,0,7
56,100,100,90,87,66,62,44,7
100,95,84,67,50,28,30,0,7
100,78,68,41,40,2,29,0,7
76,92,100,78,77,35,74,0,7
76,63,61,26,31,0,0,32,7
100,95,72,63,39,32,6,0,7
100,76,73,40,33,6,0,0,7
50,96,100,100,71,78,47,54,7
62,56,50,14,29,0,0,35,7
100,82,67,50,34,20,0,0,7
90,67,67,34,49,0,0,26,7
50,97,100,100,67,81,43,56,7
93,78,64,48,39,17,19,0,7
100,77,62,37,21,0,0,9,7
81,69,54,34,29,0,0,34,7
100,97,78,68,46,35,26,0,7
75,99,100,83,82,61,56,39,7
78,62,53,31,28,0,0,13,7
100,68,61,33,18,0,0,8,7
100,68,78,41,55,13,29,0,7
88,63,86,23,85,0,100,30,7
100,76,75,36,56,0,96,34,7
79,63,56,28,29,0,0,33,7
100,72,68,38,29,6,0,0,7
100,91,63,62,29,31,0,0,7
100,73,64,45,34,15,15,0,7
82,58,55,29,42,0,3,7,7
100,69,75,34,44,0,91,15,7
100,68,68,34,34,0,16,10,7
100,74,58,38,28,0,7,16,7
79,64,51,31,15,0,0,30,7
72,56,51,28,40,0,0,23,7
100,67,67,33,28,0,1,14,7
96,66,59,32,17,0,0,16,7
97,65,61,32,22,0,0,20,7
26,76,41,38,47,0,0,8,8
63,40,84,0,0,7,53,53,8
24,81,38,44,69,8,0,0,8
74,55,79,97,37,62,0,39,8
1,66,45,33,29,0,0,26,8
23,73,77,34,65,0,0,24,8
0,65,35,27,39,0,40,38,8
35,65,70,29,32,0,0,27,8
93,59,81,100,62,44,2,5,8
46,39,62,0,1,13,43,56,8
0,79,49,41,66,0,3,25,8
25,71,45,34,38,0,0,17,8
0,68,43,35,92,5,23,0,8
36,55,70,22,23,0,0,28,8
0,66,56,33,81,0,10,16,8
0,52,98,26,48,0,46,45,8
68,39,68,0,0,0,17,36,8
43,57,69,26,33,0,0,19,8
32,41,59,0,0,1,42,38,8
50,65,75,26,35,0,0,22,8
4,72,49,33,43,0,0,28,8
45,47,86,11,3,0,0,33,8
23,69,54,35,38,0,0,11,8
58,51,88,20,25,0,0,24,8
23,62,94,33,69,0,0,18,8
0,73,42,43,85,15,28,0,8
64,41,71,0,13,23,73,66,8
36,66,54,29,34,0,0,19,8
0,88,28,42,77,0,2,11,8
10,85,24,43,56,4,0,0,8
45,52,79,16,16,0,0,33,8
0,68,71,36,89,0,17,15,8
3,79,37,43,59,5,9,0,8
32,51,87,9,0,0,38,46,8
0,60,47,28,48,0,5,21,8
7,42,65,0,0,10,18,58,8
0,76,10,37,30,0,3,25,8
0,67,74,37,94,0,21,15,8
100,12,22,0,22,41,92,73,8
76,33,43,0,29,32,84,66,8
100,29,51,0,22,26,51,60,8
62,30,38,0,8,30,45,63,8
100,8,20,0,37,38,92,72,8
97,78,69,39,44,0,100,7,8
84,87,24,100,29,65,100,35,8
83,30,65,0,46,32,81,66,8
100,87,50,100,34,57,86,23,8
70,39,100,0,43,9,53,50,8
100,6,10,0,2,34,66,66,8
46,100,11,81,65,52,100,17,8
67,0,20,14,56,50,100,85,8
100,83,69,41,37,0,81,26,8
100,16,45,0,43,40,90,77,8
98,94,31,100,45,63,100,31,8
100,75,53,37,13,0,82,7,8
94,89,38,100,44,61,100,30,8
86,31,94,0,3,15,39,50,8
100,82,58,41,28,0,82,15,8
100,11,31,0,45,39,95,73,8
59,100,21,81,67,50,100,16,8
86,30,54,0,14,25,68,62,8
46,100,6,81,58,56,100,24,8
100,15,43,0,51,35,81,69,8
100,26,54,0,23,24,56,58,8
64,100,18,94,67,61,100,23,8
100,32,86,0,12,18,53,53,8
79,100,15,81,45,44,100,15,8
72,100,13,97,39,54,100,23,8
63,100,14,98,53,59,100,25,8
100,79,86,47,59,16,63,0,8
100,100,6,85,20,52,71,20,8
60,28,18,0,0,32,67,55,8
69,0,0,13,45,46,100,78,8
76,100,24,98,41,53,100,24,8
89,36,100,0,20,8,32,49,8
5,100,38,53,67,6,0,0,8
76,100,24,71,80,36,84,0,8
80,100,6,93,36,56,100,27,8
100,84,53,100,32,65,80,30,8
45,48,28,0,0,14,54,56,8
67,25,20,0,27,36,95,68,8
83,35,77,0,0,14,42,49,8
36,0,0,0,48,39,100,74,8
67,33,74,0,0,17,44,48,8
38,47,79,0,4,8,46,58,8
43,0,22,25,66,57,100,94,8
100,75,46,39,0,0,66,4,8
68,36,68,0,15,25,53,63,8
74,34,41,0,3,27,59,63,8
13,0,8,27,58,49,100,79,8
100,94,25,100,1,49,0,0,8
78,23,3,0,28,38,94,72,8
96,19,17,0,2,34,81,64,8
100,88,67,44,30,1,64,0,8
